"HOOD.ID","AREA.NAME","Number.of.Collisions","Number.of.KSIs","Number.of.Deaths","Number.of.Collisions.at.Intersections","Number.of.Collisions.at.Non.Intersections","Number.of.Collisions.Involving.Seniors","Number.of.Collisions.Involving.Children","Number.of.Collisions.in.Daylight","Number.of.Collisions.Not.Daylight","Number.of.Collisions.in.Clear.Visibility","Number.of.Collisions.in.No.Clear.Visibility","Number.of.Collisions.on.Arterial.Roads","Number.of.Collisions.on.Non.arterial.Roads","Number.of..Pedestrian.Collisions","Number.of.Cyclist.Collisions","City.Grants.Funding..","Neighbourhood.Equity.Score","Salvation.Army.Donors","Walk.Score","Watermain.Breaks","Diversity.Index...2008","Voter.Turnout...2008","equity_check","walk_check","diversity_check","turnout_check","Number.of.Businesses","Child.Care.Spaces","Debt.Risk.Score","Home.Prices","Local.Employment","Social.Assistance.Recipients","businesses_check","childcare_check","homeprice_check","localemployment_check","socialasst_check","Total...In.LIM.AT","MOST.SPOKEN.NON.OFFICIAL.LANG","X2ND.MOST.SPOKEN.NON.OFFICIAL.LANG","X3RD.MOST.SPOKEN.NON.OFFICIAL.LANG","X..OFFICIAL.LANG.AT.HOME","X..NON.OFFICIAL.LANG.AT.HOME","language_check","Population.2016","Population.density.per.square.kilometre","Land.area.in.square.kilometres","Children..0.14.years.","Youth..15.24.years.","Working.Age..25.54.years.","Pre.retirement..55.64.years.","Seniors..65..years.","Older.Seniors..85..years.","X..Immigrants","X..Visible.Minority","Unemployment.rate","Commute.within.census.subdivision..CSD..of.residence","X..Commute.in.Car.truck","X..Commute.in.Public.transit","X..Commute.in.Walked","X..Commute.by.Bicycle","X..Commute.by.Other","Commuting.duration...Less.than.15.minutes","Commuting.duration...15.to.29.minutes","Commuting.duration...30.to.44.minutes","Commuting.duration...45.to.59.minutes","Commuting.duration...60.minutes.and.over","X..Time.leaving.for.work...Between.5.a.m..and.5.59.a.m.","X..Time.leaving.for.work...Between.6.a.m..and.6.59.a.m.","X..Time.leaving.for.work...Between.7.a.m..and.7.59.a.m.","X..Time.leaving.for.work...Between.8.a.m..and.8.59.a.m.","X..Time.leaving.for.work...Between.9.a.m..and.11.59.a.m.","X..Time.leaving.for.work...Between.12.p.m..and.4.59.a.m.","child_check","senior_check","minority_check","immigrants_check","commute_car_check","TTC.Stops","Traffic.Collisions","Road.Kilometres","Road.Volume","ttc_check","road_km_check","road_vol_check","collisions.per.road.km","ksi.per.road.km","deaths.per.road.km","collisions.per.100k","ksi.per.100k","deaths.per.100k","Number.of.NonKSIs","hinhoods_norm$composite_score"
"1","West Humber-Clairville (1)",387,39,7,299,88,61,47,255,132,314,73,328,59,283,104,123283,45.78,640,57,30,4.76954,34.7571,1,1,1,1,2463,195,719,317508,58271,2912,1,1,0,1,1,15.8,"Punjabi","Gujarati","Spanish",0.64,0.36,1,33312,1117,29.81,0.15,0.16,0.42,0.12,0.15,0.02,0.58,0.82,9.6,0.62,0.68,0.28,0.03,0,0,0.15,0.3,0.25,0.1,0.19,0.09,0.18,0.21,0.18,0.12,0.23,1,0,1,1,1,338,778,165.0073788,5956.638889,1,1,1,2.34534966141769,0.236353066654496,0.0424223452969607,14.1676712778105,1.42774981869408,0.256262787970732,348,45.2105605597472
"10","Princess-Rosethorn (10)",61,2,0,48,13,7,7,49,12,55,6,55,6,29,32,0,76.57,1139,48,19,4.488839,39.1461,0,1,1,0,74,367,791,971668,1226,299,0,1,1,0,0,7.4,"Korean","Serbian","Mandarin",0.86,0.14,0,11051,2138,5.17,0.16,0.14,0.35,0.17,0.18,0.03,0.3,0.19,6,0.67,0.78,0.2,0.02,0,0,0.12,0.32,0.25,0.18,0.12,0.03,0.13,0.34,0.28,0.12,0.1,1,1,0,0,1,61,78,55.51501804,4781,0,1,1,1.09880176848809,0.0360262874914127,0,2.23314715231638,0.0732179394202091,0,59,25.323127609537
"100","Yonge-Eglinton (100)",219,16,2,169,50,28,12,147,72,181,38,188,31,163,56,78748,88.11,829,89,2,4.521739,37.9066,0,0,1,0,690,45,759,975449,11746,189,1,0,1,1,0,12,"Spanish","Mandarin","Korean",0.91,0.09,0,11817,7162,1.65,0.15,0.1,0.5,0.11,0.14,0.01,0.27,0.27,6.9,0.9,0.36,0.49,0.11,0.02,0.02,0.12,0.3,0.37,0.13,0.08,0.02,0.08,0.26,0.38,0.17,0.09,1,0,0,0,0,67,143,22.07398574,5391,0,0,1,9.92118064129908,0.724835115346052,0.0906043894182565,8.0173643665129,0.585743515361673,0.0732179394202091,203,27.3442157332761
"101","Forest Hill South (101)",69,4,1,57,12,6,5,60,9,64,5,48,21,50,19,0,86.24,730,76,5,4.591483,33.91,0,0,1,1,175,30,775,1585984,1945,134,0,0,1,0,0,10.5,"Mandarin","Spanish","Tagalog",0.92,0.07,0,10732,4380,2.45,0.13,0.13,0.39,0.14,0.21,0.03,0.26,0.17,5.6,0.91,0.51,0.38,0.06,0.03,0.03,0.14,0.41,0.29,0.09,0.08,0.01,0.08,0.22,0.36,0.23,0.09,0,1,0,0,0,28,164,30.25289175,5855,0,0,1,2.28077370488063,0.132218765500326,0.0330546913750815,2.52601890999721,0.146435878840418,0.0366089697101045,65,21.9503988682251
"102","Forest Hill North (102)",67,10,1,50,17,12,5,49,18,61,6,39,28,55,12,0,74.94,392,77,3,4.825068,35.714,0,0,1,1,144,110,749,957688,897,633,0,0,1,0,0,15.4,"Tagalog","Russian","Spanish",0.81,0.19,0,12806,8054,1.59,0.16,0.12,0.42,0.13,0.17,0.03,0.39,0.28,7.4,0.86,0.49,0.43,0.04,0.02,0.02,0.12,0.28,0.36,0.14,0.1,0.03,0.09,0.25,0.33,0.19,0.11,1,1,0,0,0,53,153,20.41502948,5872.555556,0,0,1,3.28189582413476,0.489835197632054,0.0489835197632054,2.452800970577,0.366089697101046,0.0366089697101045,57,27.8476537661435
"103","Lawrence Park South (103)",124,11,2,105,19,13,23,83,41,106,18,104,20,79,45,0,90.12,1307,72,3,4.355668,37.6312,0,1,1,0,167,140,784,1215390,1634,240,0,1,1,0,0,7.3,"Mandarin","Persian","Russian",0.93,0.07,0,15179,4685,3.24,0.19,0.14,0.39,0.14,0.15,0.02,0.21,0.17,7.5,0.87,0.57,0.33,0.06,0.02,0.02,0.11,0.29,0.39,0.14,0.07,0.02,0.07,0.29,0.4,0.16,0.07,1,0,0,0,1,39,183,39.90787305,4398.111111,0,1,1,3.10715632087539,0.275634834916365,0.0501154245302482,4.53951224405296,0.40269866681115,0.0732179394202091,113,27.6506496862972
"104","Mount Pleasant West (104)",182,13,2,127,55,22,25,119,63,145,37,129,53,141,41,0,76.39,1392,95,4,5.086278,36.9905,0,0,0,0,1129,255,753,520032,13311,1343,1,1,0,1,0,20.9,"Persian","Spanish","Korean",0.82,0.18,0,29658,21969,1.35,0.08,0.08,0.58,0.1,0.16,0.03,0.39,0.34,6.7,0.89,0.31,0.56,0.11,0.01,0.01,0.1,0.28,0.38,0.14,0.1,0.02,0.08,0.26,0.36,0.17,0.1,0,1,0,0,0,45,228,16.12560861,5827.571429,0,0,1,11.2863957201055,0.806171122864677,0.124026326594566,6.66283248723903,0.475916606231359,0.0732179394202091,169,34.0003107720725
"105","Lawrence Park North (105)",88,5,1,79,9,13,17,63,25,76,12,54,34,61,27,0,92.05,1231,78,3,4.424805,41.0962,0,0,1,0,381,212,790,980831,3624,166,0,1,1,0,0,6.8,"Mandarin","Persian","Spanish",0.93,0.07,0,14607,6407,2.28,0.22,0.11,0.41,0.12,0.13,0.02,0.23,0.21,6.4,0.87,0.5,0.42,0.05,0.01,0.01,0.11,0.3,0.4,0.14,0.05,0.01,0.07,0.32,0.37,0.15,0.08,1,0,0,0,0,55,218,29.60219911,4704.142857,0,0,1,2.9727521145641,0.168906370145687,0.0337812740291375,3.2215893344892,0.183044848550523,0.0366089697101045,83,25.298294854191
"106","Humewood-Cedarvale (106)",107,12,5,84,23,18,10,78,29,89,18,95,12,84,23,0,73.94,302,80,2,5.024598,44.6269,0,0,0,0,139,108,747,800442,1345,698,0,0,1,0,0,15.6,"Tagalog","Spanish","Portuguese",0.87,0.13,0,14365,7682,1.87,0.15,0.11,0.49,0.11,0.14,0.02,0.33,0.29,7.1,0.89,0.38,0.5,0.06,0.04,0.04,0.09,0.27,0.39,0.14,0.11,0.03,0.09,0.25,0.31,0.19,0.14,1,0,0,0,0,29,88,23.21263491,3941,0,0,0,4.60955856217359,0.51695983874844,0.21539993281185,3.91715975898119,0.439307636521255,0.183044848550523,95,29.8154272417948
"107","Oakwood Village (107)",147,17,1,113,34,24,22,105,42,123,24,110,37,109,38,50000,57.33,352,82,0,5.12517,36.0092,1,0,0,0,255,168,713,482040,1573,2412,0,1,0,0,1,18.5,"Portuguese","Spanish","Italian",0.72,0.28,1,21210,9511,2.23,0.15,0.11,0.45,0.12,0.17,0.03,0.48,0.43,6.8,0.87,0.42,0.49,0.04,0.04,0.04,0.07,0.23,0.37,0.19,0.14,0.05,0.14,0.23,0.26,0.16,0.16,1,1,0,1,0,40,178,32.5587855,4503.666667,0,0,1,4.51491042256475,0.522132497847624,0.0307136763439779,5.38151854738537,0.622352485071777,0.0366089697101045,130,33.5047583515654
"108","Briar Hill-Belgravia (108)",102,12,0,80,22,21,16,68,34,87,15,75,27,79,23,31400,57.81,218,81,2,5.31869,30.8211,0,0,0,1,477,25,719,373937,3446,1432,0,0,0,0,0,17,"Tagalog","Portuguese","Spanish",0.63,0.37,1,14257,7791,1.83,0.13,0.12,0.47,0.14,0.15,0.02,0.6,0.46,8.7,0.85,0.44,0.5,0.04,0.01,0.01,0.08,0.21,0.36,0.17,0.17,0.07,0.16,0.25,0.23,0.12,0.17,0,0,0,1,0,45,137,22.4839455,11837.28571,0,0,1,4.536570327481,0.533714156174235,0,3.73411491043066,0.439307636521255,0,90,30.3368229996884
"109","Caledonia-Fairbank (109)",114,12,3,96,18,17,12,80,34,92,22,102,12,91,23,9000,44.65,89,69,1,4.377647,33.9266,1,1,1,1,92,75,700,400532,944,1153,0,0,0,0,0,14.2,"Portuguese","Spanish","Italian",0.62,0.38,1,9955,6464,1.54,0.15,0.12,0.46,0.14,0.13,0.02,0.53,0.36,7.2,0.87,0.51,0.43,0.03,0.01,0.01,0.07,0.21,0.31,0.21,0.21,0.09,0.2,0.25,0.19,0.1,0.16,1,0,0,1,0,37,82,18.70522556,5796,0,0,1,6.09455361200146,0.641531959158048,0.160382989789512,4.17342254695192,0.439307636521255,0.109826909130314,102,33.8897465755696
"11","Eringate-Centennial-West Deane (11)",89,6,0,66,23,14,30,62,27,76,13,59,30,58,31,0,62.56,950,57,12,5.103427,34.764,0,1,0,1,229,172,775,423034,3472,775,0,1,0,0,0,9.7,"Ukrainian","Polish","Serbian",0.75,0.24,0,18588,2171,8.56,0.14,0.13,0.37,0.15,0.2,0.03,0.44,0.28,7.4,0.65,0.74,0.22,0.02,0,0,0.16,0.33,0.22,0.12,0.18,0.05,0.15,0.3,0.24,0.13,0.13,0,1,0,0,1,85,166,63.07531488,6543.222222,1,1,1,1.41101158463214,0.0951243764920544,0,3.25819830419931,0.219653818260627,0,83,32.4115659686153
"110","Keelesdale-Eglinton West (110)",175,21,1,142,33,32,23,123,52,144,31,147,28,134,41,0,40.14,132,69,3,4.565908,28.5705,1,1,1,1,266,25,707,373029,1644,1653,0,0,0,0,0,18.1,"Portuguese","Spanish","Italian",0.59,0.41,1,11058,6467,1.71,0.15,0.13,0.43,0.13,0.16,0.02,0.56,0.43,8.6,0.81,0.58,0.37,0.04,0.01,0.01,0.08,0.22,0.32,0.16,0.22,0.1,0.23,0.23,0.17,0.11,0.16,1,1,0,1,1,24,141,22.30262457,2186.666667,0,0,0,7.84661013553527,0.941593216264233,0.0448377722030587,6.4065696992683,0.768788363912196,0.0366089697101045,154,40.2574004950569
"111","Rockcliffe-Smythe (111)",174,23,3,140,34,18,42,127,47,150,24,120,54,124,50,0,33.86,539,61,8,5.419384,36.3593,1,1,0,0,314,110,710,353967,3345,3422,0,0,0,0,1,22.7,"Portuguese","Spanish","Vietnamese",0.68,0.32,1,22246,4414,5.04,0.16,0.12,0.42,0.14,0.16,0.02,0.5,0.46,9.2,0.78,0.57,0.37,0.04,0.01,0.01,0.09,0.23,0.28,0.19,0.2,0.08,0.19,0.24,0.19,0.11,0.18,1,1,0,1,1,104,193,43.05565102,5589.25,1,1,1,4.04128136209517,0.534192363955109,0.0696772648637099,6.36996072955819,0.842006303332405,0.109826909130314,151,40.1686882254321
"112","Beechborough-Greenbrook (112)",44,6,0,35,9,2,11,29,15,40,4,34,10,32,12,5000,26.54,108,62,3,5.112217,31.5296,1,1,0,1,128,22,677,440179,4140,1478,0,0,0,0,0,28.9,"Portuguese","Spanish","Italian",0.74,0.26,0,6577,3614,1.82,0.17,0.13,0.42,0.13,0.15,0.02,0.54,0.59,11.4,0.79,0.53,0.42,0.04,0.01,0.01,0.1,0.21,0.3,0.17,0.23,0.08,0.22,0.22,0.16,0.1,0.2,1,0,1,1,1,35,103,16.39852965,5102,0,0,1,2.6831673899495,0.365886462265841,0,1.6107946672446,0.219653818260627,0,38,29.1336680119435
"113","Weston (113)",262,21,3,193,69,30,38,168,94,226,36,210,52,215,47,46910,35.99,377,73,10,5.351026,37.9992,1,0,0,0,536,157,679,280187,4578,4149,0,1,0,0,1,29.9,"Spanish","Somali","Portuguese",0.76,0.24,0,17992,7197,2.5,0.17,0.12,0.43,0.14,0.14,0.02,0.49,0.61,10.6,0.73,0.57,0.38,0.04,0,0,0.09,0.26,0.29,0.14,0.22,0.08,0.19,0.24,0.17,0.11,0.21,1,0,1,1,1,75,196,29.13558051,4369.25,1,0,0,8.99244138657459,0.720768202740711,0.102966886105816,9.59155006404739,0.768788363912196,0.109826909130314,241,43.7000833228531
"114","Lambton Baby Point (114)",45,2,0,38,7,4,9,36,9,38,7,37,8,30,15,0,66.36,360,70,1,5.004708,41.6178,0,1,0,0,66,19,749,806452,438,1049,0,0,1,0,0,18.5,"Ukrainian","Spanish","Polish",0.87,0.13,0,7985,4697,1.7,0.21,0.11,0.41,0.13,0.13,0.02,0.3,0.24,7.6,0.82,0.5,0.4,0.04,0.04,0.04,0.08,0.22,0.35,0.22,0.13,0.03,0.13,0.31,0.29,0.12,0.12,1,0,0,0,0,28,52,19.21811928,2337.857143,0,0,0,2.34154025918815,0.104068455963918,0,1.6474036369547,0.0732179394202091,0,43,24.1825239040037
"115","Mount Dennis (115)",110,7,2,85,25,7,28,63,47,92,18,90,20,85,25,0,26.39,157,59,1,5.659364,29.9101,1,1,0,1,184,109,680,273418,2198,2937,0,0,0,0,1,25.4,"Spanish","Portuguese","Vietnamese",0.7,0.3,1,13593,6442,2.11,0.18,0.13,0.44,0.13,0.12,0.02,0.56,0.68,10.8,0.78,0.52,0.45,0.02,0,0,0.07,0.2,0.28,0.17,0.28,0.09,0.21,0.24,0.15,0.09,0.21,1,0,1,1,1,59,64,17.69051031,13491.5,0,0,1,6.21802300060388,0.395692372765701,0.113054963647343,4.0269866681115,0.256262787970732,0.0732179394202091,103,35.584458094998
"116","Steeles (116)",168,22,4,149,19,26,21,97,71,125,43,140,28,116,52,35000,51.66,574,61,2,2.886918,30.2621,1,1,1,1,237,105,778,440688,5835,1549,0,0,0,0,0,21.1,"Cantonese","Mandarin","Arabic",0.32,0.68,1,24623,5436,4.53,0.13,0.11,0.39,0.14,0.23,0.04,0.72,0.91,9.5,0.61,0.73,0.23,0.03,0,0,0.14,0.3,0.26,0.11,0.19,0.04,0.12,0.23,0.23,0.27,0.13,0,1,1,1,1,80,234,46.33675666,3711.3125,1,1,0,3.62563140171235,0.474785064509951,0.0863245571836275,6.15030691129757,0.8053973336223,0.146435878840418,146,47.4466752061722
"117","LAmoreaux (117)",202,17,3,167,35,40,34,143,59,168,34,176,26,151,51,8000,50.78,1405,65,6,4.594557,34.1213,1,1,1,1,443,126,758,355438,4734,3848,0,1,0,0,1,23.7,"Mandarin","Cantonese","Tamil",0.47,0.53,1,43993,6144,7.16,0.14,0.13,0.39,0.13,0.2,0.03,0.65,0.77,10.9,0.71,0.63,0.33,0.02,0,0,0.1,0.27,0.26,0.13,0.23,0.04,0.14,0.24,0.22,0.19,0.16,0,1,1,1,1,138,215,66.57614957,2482.52381,1,1,0,3.03411959545079,0.255346698627047,0.0450611821106554,7.39501188144112,0.622352485071777,0.109826909130314,185,46.2170921119383
"118","Tam OShanter-Sullivan (118)",216,24,6,160,56,49,34,142,74,187,29,196,20,157,59,0,55.14,1031,64,15,4.565937,37.1095,1,1,1,0,343,192,756,411143,3882,1973,0,1,0,0,1,23.7,"Mandarin","Cantonese","Tamil",0.54,0.46,1,27446,5073,5.41,0.14,0.12,0.39,0.13,0.22,0.04,0.62,0.75,9.1,0.76,0.61,0.35,0.03,0,0,0.11,0.3,0.26,0.11,0.21,0.04,0.14,0.25,0.24,0.17,0.16,0,1,1,1,1,55,171,50.85001538,2522.181818,0,1,0,4.24778632584162,0.471976258426846,0.117994064606712,7.90753745738258,0.878615273042509,0.219653818260627,192,49.6574169738777
"119","Wexford/Maryvale (119)",246,24,7,182,64,34,32,168,78,207,39,214,32,173,73,51800,49.47,1539,67,18,5.111244,39.6217,1,1,0,0,945,140,735,422689,16717,3014,1,1,0,1,1,19.2,"Tagalog","Tamil","Mandarin",0.71,0.29,1,27917,2724,10.25,0.15,0.13,0.41,0.14,0.17,0.03,0.5,0.55,9,0.82,0.62,0.34,0.03,0.01,0.01,0.13,0.26,0.25,0.16,0.19,0.06,0.17,0.25,0.19,0.14,0.18,1,1,1,1,1,182,262,86.67723451,3539.25,1,1,0,2.83811546815812,0.276889313966646,0.0807593832402718,9.00580654868572,0.878615273042509,0.256262787970732,222,39.2946192952339
"12","Markland Wood (12)",42,6,1,34,8,10,9,32,10,37,5,33,9,34,8,1200,74.88,953,69,11,4.662156,37.7516,0,1,1,0,106,105,783,505350,1494,239,0,0,0,0,0,8.3,"Serbian","Ukrainian","Polish",0.78,0.22,0,10554,3614,2.92,0.13,0.11,0.34,0.16,0.26,0.05,0.37,0.13,6.2,0.66,0.71,0.23,0.04,0.01,0.01,0.19,0.29,0.21,0.14,0.17,0.05,0.15,0.28,0.28,0.13,0.12,0,1,0,0,1,29,76,27.72983914,4689.333333,0,0,1,1.51461390698857,0.216373415284082,0.0360622358806803,1.53757672782439,0.219653818260627,0.0366089697101045,36,30.6768768892335
"120","Clairlea-Birchmount (120)",220,20,7,150,70,29,43,155,65,180,40,194,26,168,52,48393,48.34,719,69,8,5.054501,38.6241,1,1,0,0,831,84,741,387912,15391,2688,1,0,0,1,1,19.5,"Bengali","Tagalog","Mandarin",0.69,0.31,1,26984,3632,7.43,0.17,0.13,0.44,0.12,0.13,0.02,0.5,0.61,8.7,0.88,0.52,0.44,0.03,0.01,0.01,0.11,0.21,0.28,0.21,0.19,0.06,0.14,0.25,0.22,0.13,0.2,1,0,1,1,1,129,268,63.8376636,3601,1,1,0,3.44624141288279,0.313294673898435,0.109653135864452,8.053973336223,0.732179394202091,0.256262787970732,200,39.5648132905797
"121","Oakridge (121)",96,6,1,71,25,5,19,62,34,77,19,81,15,61,35,30400,28.57,165,71,2,5.259426,33.5762,1,1,0,1,201,54,704,347446,1768,2967,0,0,0,0,1,43,"Bengali","Cantonese","Urdu",0.6,0.4,1,13845,7444,1.86,0.21,0.12,0.44,0.12,0.12,0.02,0.55,0.75,14.6,0.9,0.39,0.55,0.05,0.01,0.01,0.11,0.19,0.3,0.2,0.2,0.04,0.15,0.23,0.19,0.16,0.22,1,0,1,1,0,56,76,19.11891564,3205,0,0,0,5.02120527166048,0.31382532947878,0.0523042215797967,3.51446109217004,0.219653818260627,0.0366089697101045,90,36.9956915694449
"122","Birchcliffe-Cliffside (122)",157,20,5,116,41,22,30,111,46,139,18,128,29,103,54,64400,60.28,1143,71,8,4.481315,37.9681,0,1,1,0,345,110,747,522905,3228,1789,0,0,0,0,0,14.5,"Bengali","Cantonese","Tagalog",0.91,0.09,0,22291,3765,5.92,0.15,0.11,0.41,0.16,0.18,0.03,0.28,0.26,8.8,0.89,0.61,0.32,0.04,0.01,0.01,0.13,0.24,0.27,0.17,0.19,0.05,0.13,0.28,0.25,0.13,0.15,1,1,0,0,1,104,193,64.45457811,2636.263158,1,1,0,2.43582387168929,0.310296034610101,0.0775740086525252,5.74760824448641,0.732179394202091,0.183044848550523,137,33.3192621177082
"123","Cliffcrest (123)",82,7,1,57,25,6,23,69,13,74,8,68,14,49,33,0,55.95,928,54,16,4.7402,40.555,1,1,1,0,200,70,748,542218,2132,1342,0,0,0,0,0,18,"Bengali","Tamil","Mandarin",0.82,0.18,0,15935,2273,7.01,0.16,0.13,0.38,0.15,0.17,0.02,0.37,0.42,9.7,0.88,0.62,0.34,0.03,0.01,0.01,0.11,0.26,0.25,0.16,0.21,0.06,0.16,0.27,0.23,0.12,0.16,1,1,0,0,1,69,108,51.38712788,3779.625,0,1,0,1.59573035861213,0.136220884271768,0.0194601263245382,3.00193551622857,0.256262787970732,0.0366089697101045,75,29.2932258393779
"124","Kennedy Park (124)",168,27,7,118,50,25,25,109,59,145,23,159,9,129,39,9000,42.38,354,62,6,5.128451,37.5319,1,1,0,0,261,82,729,293600,1824,2583,0,0,0,0,1,26.3,"Bengali","Tagalog","Tamil",0.67,0.33,1,17123,4770,3.59,0.16,0.13,0.42,0.15,0.15,0.02,0.55,0.7,9.1,0.88,0.49,0.47,0.02,0.01,0.01,0.1,0.18,0.27,0.21,0.23,0.06,0.17,0.22,0.19,0.14,0.22,1,0,1,1,0,73,117,30.81869749,2876.75,1,0,0,5.45123621965245,0.876091535301286,0.227134842485519,6.15030691129757,0.988442182172823,0.256262787970732,141,43.0447332797559
"125","Ionview (125)",81,8,2,61,20,8,8,50,31,67,14,81,0,59,22,70000,35.73,285,70,4,5.000682,33.6001,1,1,0,1,148,45,712,330109,1003,1675,0,0,0,0,0,23.4,"Tamil","Tagalog","Bengali",0.67,0.33,1,13641,7031,1.94,0.17,0.12,0.44,0.13,0.14,0.02,0.57,0.73,8.8,0.87,0.44,0.5,0.04,0,0,0.13,0.2,0.25,0.19,0.22,0.06,0.17,0.23,0.19,0.13,0.21,1,0,1,1,0,22,32,16.898618,2664,0,0,0,4.79329138039572,0.473411494360071,0.118352873590018,2.96532654651847,0.292871757680836,0.0732179394202091,73,31.7512278284364
